driver_id,driver_name,age,experience_years,license_type,employment_type,home_province,performance_rating
D01134,Kagiso Khumalo,40,18.0,Code 14,Permanent,Free State,3.24
D01135,Themba Williams,24,24.0,Code 8,Permanent,Gauteng,4.01
D01136,Lwazi Jacobs,57,10.0,Code 10,Permanent,Northern Cape,4.19
D01137,Thabo Botha,63,7.0,Code 14,Permanent,Northern Cape,2.95
D01138,Sipho Nkosi,47,12.0,Code 10,Contract,North West,3.41
D01139,Mpho Moyo,64,10.0,Code 8,Contract,Western Cape,4.04
D01140,Thabo Nkosi,24,22.0,Code 10,Permanent,Free State,4.29
D01141,Bongani Pillay,48,11.0,Code 10,Permanent,North West,3.42
D01142,Tshepo Khumalo,40,11.0,Code 8,Permanent,Eastern Cape,3.91
D01143,Mandla Modise,33,29.0,Code 10,Contract,KwaZulu-Natal,3.6
D01144,Zanele Zulu,34,17.0,Code 10,Contract,Limpopo,4.31
D01145,Siyabonga Botha,44,28.0,Code 10,Permanent,Western Cape,4.16
D01146,Mandla Zulu,49,22.0,Code 10,Permanent,Limpopo,3.54
D01147,Siyabonga Williams,28,27.0,Code 8,Permanent,Free State,4.13
D01148,Zanele Ngcobo,48,6.0,Code 8,Permanent,Mpumalanga,3.51
D01149,Lwazi Ndlovu,61,29.0,Code 8,Permanent,Mpumalanga,4.12
D01150,Mandla Mokoena,21,,Code 8,Permanent,Free State,4.13
D01151,Ayanda Jacobs,59,1.0,Code 10,Permanent,Limpopo,5.0
D01152,Sibusiso Mokoena,47,11.0,Code 8,Permanent,Western Cape,3.56
D01153,Lerato Nkosi,36,12.0,Code 10,Permanent,Northern Cape,3.7
D01154,Tshepo Mkhize,53,13.0,Code 8,Contract,Western Cape,3.35
D01155,Themba Nkosi,48,24.0,Code 8,Permanent,Northern Cape,3.08
D01156,Lerato Khumalo,54,21.0,Code 8,Permanent,Northern Cape,3.48
D01157,Ayanda Naidoo,24,6.0,Code 10,Contract,Mpumalanga,4.27
D01158,Precious Jacobs,23,18.0,Code 10,Permanent,Mpumalanga,4.32
D01159,Bongani Adams,49,30.0,Code 14,Permanent,Western Cape,
D01160,Karabo Modise,34,13.0,Code 8,Permanent,Northern Cape,3.59
D01161,Mpho Mthembu,31,28.0,Code 10,Contract,Free State,3.45
D01162,Amanda Ngcobo,39,20.0,Code 14,Permanent,Eastern Cape,3.16
D01163,Sibusiso Molefe,52,28.0,Code 8,Permanent,Mpumalanga,3.41
D01164,Karabo Maseko,28,27.0,Code 8,Permanent,Free State,2.89
D01165,Ayanda Mabena,63,0.0,Code 8,Permanent,Eastern Cape,4.75
D01166,Thabo Mthembu,39,24.0,Code 8,Permanent,KwaZulu-Natal,5.0
D01167,Lerato Jacobs,27,5.0,Code 14,Permanent,Gauteng,2.44
D01168,Nandi Ndlovu,24,25.0,Code 10,Permanent,Northern Cape,4.0
D01169,Mandla Nkosi,58,25.0,Code 10,Permanent,Limpopo,3.99
D01170,Thabo Adams,25,8.0,Code 14,Permanent,KwaZulu-Natal,3.95
D01171,Nandi Mabena,39,2.0,Code 10,Permanent,Mpumalanga,3.39
D01172,Sipho Williams,50,13.0,Code 10,Permanent,Mpumalanga,4.52
D01173,Amanda Mkhize,43,9.0,Code 8,Permanent,Gauteng,4.09
D01174,Busisiwe Van Wyk,32,17.0,Code 10,Contract,Gauteng,4.52
D01175,Tshepo Mkhize,25,2.0,Code 8,Permanent,KwaZulu-Natal,3.28
D01176,Kagiso Ndlovu,52,1.0,code 8,Permanent,Western Cape,2.83
D01177,Busisiwe Ndlovu,42,13.0,Code 8,Contract,North West,4.1
D01178,Tshepo Williams,23,23.0,Code 10,Contract,Gauteng,3.13
D01179,Thabo Dlamini,28,9.0,Code 10,Permanent,North West,4.54
D01180,Siyabonga Sithole,45,10.0,Code 10,Contract,Free State,2.31
D01181,Kagiso Dlamini,28,5.0,Code 8,Permanent,Gauteng,3.47
D01182,Kagiso Zulu,38,8.0,Code 14,Contract,North West,3.37
D01183,Nandi Naidoo,26,9.0,Code 8,Permanent,Gauteng,3.57
D01184,Karabo Mokoena,56,8.0,Code 14,Permanent,Northern Cape,3.98
D01185,Nandi Cele,48,10.0,Code 10,Contract,Western Cape,4.08
D01186,Thabo Moyo,55,8.0,Code 10,Permanent,Limpopo,4.25
D01187,Amanda Ndlovu,23,21.0,Code 10,Contract,KwaZulu-Natal,4.33
D01188,Ayanda Ndlovu,37,10.0,Code 14,Permanent,Free State,3.68
D01189,Sipho Nkosi,32,23.0,Code 10,Permanent,North West,5.0
D01190,Themba Botha,48,18.0,Code 8,Contract,North West,4.77
D01191,Ayanda Sithole,57,19.0,Code 14,Permanent,KwaZulu-Natal,3.58
D01192,Siyabonga Pillay,31,18.0,Code 8,Contract,Western Cape,3.7
D01193,Sibusiso Dlamini,54,28.0,Code 10,Contract,KwaZulu-Natal,3.57
D01194,Thabo Adams,46,7.0,Code 10,Permanent,North West,4.05
D01195,Mandla Ndlovu,57,30.0,Code 14,Permanent,Free State,3.12
D01196,Bongani Adams,24,6.0,Code 10,Permanent,Mpumalanga,3.25
D01197,Mpho Khumalo,64,4.0, Code 8,Permanent,Free State,2.28
D01198,Busisiwe Van Wyk,40,25.0,Code 10,Permanent,Free State,3.52
D01199,Bongani Zulu,33,27.0,Code 8,Permanent,Western Cape,4.55
D01200,Thabo Mokoena,29,2.0,Code 10,Contract,Western Cape,3.69
D01201,Tshepo Mahlangu,64,18.0,Code 10,Permanent,Mpumalanga,3.73
D01202,Sibusiso Dlamini,59,15.0,Code 14,Permanent,Gauteng,3.99
D01203,Busisiwe Khumalo,26,6.0,Code 8,Permanent,Eastern Cape,3.1
D01204,Siyabonga Naidoo,40,16.0,Code 8,Permanent,Eastern Cape,3.82
D01205,Themba Zulu,53,21.0,Code 10,Permanent,Limpopo,4.42
D01206,Busisiwe Mahlangu,46,17.0,Code 8,Permanent,Northern Cape,4.01
D01207,Mpho Botha,29,16.0,Code 8,Permanent,Mpumalanga,4.48
D01208,Ayanda Mthembu,36,27.0,Code 10,Permanent,Limpopo,4.68
D01209,Sibusiso Sithole,37,6.0,Code 10,Contract,North West,4.26
D01210,Siyabonga Mokoena,33,19.0,Code 8,Contract,Free State,
D01211,Bongani Cele,63,9.0,Code 10,Permanent,Gauteng,3.56
D01212,Lwazi Zulu,29,30.0,Code 14,Contract,Free State,5.0
D01213,Tshepo Ndlovu,52,7.0,Code 10,Contract,Northern Cape,4.02
D01214,Siyabonga Ndlovu,61,27.0,Code 8,Permanent,North West,3.93
D01215,Amanda Van Wyk,55,19.0,Code 8,Contract,Eastern Cape,3.2
D01216,Mpho Ndlovu,56,6.0,Code 8,Permanent,KwaZulu-Natal,3.74
D01217,Kagiso Williams,27,23.0,Code 10,Permanent,Northern Cape,4.3
D01218,Precious Maseko,26,7.0,Code 10,Permanent,Western Cape,3.81
D01219,Sibusiso Cele,55,8.0,Code 8,Contract,Northern Cape,3.44
D01220,Nandi Zulu,53,10.0,Code 8,Contract,Mpumalanga,3.6
D01221,Sipho Williams,53,21.0,Code 8,Contract,North West,4.63
D01222,Mpho Moyo,39,12.0,Code 8,Contract,KwaZulu-Natal,4.27
D01223,Bongani Mthembu,44,17.0,Code 14,Permanent,Limpopo,4.17
D01224,Siyabonga Moyo,21,17.0,Code 8,Permanent,KwaZulu-Natal,4.11
D01225,Siyabonga Modise,33,6.0,Code 8,Permanent,Western Cape,2.97
D01226,Nomsa Khumalo,44,7.0,Code 10,Permanent,Free State,3.99
D01227,Busisiwe Ndlovu,26,9.0,Code 8,Permanent,Northern Cape,4.55
D01228,Lerato Adams,26,6.0,Code 8,Contract,KwaZulu-Natal,3.62
D01229,Busisiwe Ndlovu,22,28.0,Code 10,Permanent,Gauteng,4.48
D01230,Lwazi Naidoo,30,11.0,Code 8,Permanent,Northern Cape,4.18
D01231,Sibusiso Ndlovu,64,12.0,Code 8,Contract,Northern Cape,4.38
D01232,Kagiso Jacobs,51,20.0,Code 10,Contract,North West,3.84
D01233,Sibusiso Molefe,62,24.0,Code 10,Permanent,Northern Cape,4.42
D01234,Karabo Mthembu,32,21.0,Code 8,Permanent,Northern Cape,2.77
D01235,Bongani Ndlovu,47,17.0,Code 14,Contract,Northern Cape,3.82
D01236,Mandla Mokoena,60,30.0,Code 8,Permanent,Northern Cape,4.3
D01237,Themba Mabena,36,27.0,Code 14,Permanent,Mpumalanga,4.01
D01238,Mpho Ndlovu,49,6.0,Code 14,Permanent,KwaZulu-Natal,4.57
D01239,Tshepo Botha,51,4.0,Code 10,Permanent,Free State,3.69
D01240,Sibusiso Naidoo,57,12.0,Code 8,Permanent,Eastern Cape,3.42
D01241,Bongani Zulu,63,25.0,Code 14,Permanent,Free State,2.65
D01242,Sipho Moyo,48,29.0,Code 10,Permanent,Mpumalanga,3.61
D01243,Sipho Pillay,46,21.0,Code 8,Permanent,KwaZulu-Natal,4.16
D01244,Precious Jacobs,59,21.0,Code 10,Permanent,Western Cape,4.33
D01245,Nomsa Mokoena,51,7.0,Code 10,Permanent,Limpopo,2.82
D01246,Mandla Adams,36,18.0,Code 14,Permanent,Northern Cape,4.62
D01247,Siyabonga Mkhize,48,5.0,Code 10,Permanent,North West,3.12
D01248,Kagiso Moyo,45,16.0,Code 14,Contract,Western Cape,3.72
D01249,Kagiso Cele,31,6.0,Code 10,Permanent,Limpopo,3.4
D01250,Precious Jacobs,43,2.0,Code 10,Permanent,Free State,4.09
D01251,Lerato Mahlangu,48,29.0,Code 10 ,Permanent,Eastern Cape,3.87
D01252,Nandi Dlamini,60,27.0,Code 14,Permanent,Mpumalanga,4.27
D01253,Zanele Khumalo,46,21.0,Code 14,Permanent,Eastern Cape,5.0
D01254,Amanda Van Wyk,28,19.0,Code 14,Permanent,Northern Cape,4.08
D01255,Ayanda Adams,64,7.0, Code 14,Contract,Northern Cape,3.4
D01256,Zanele Mahlangu,46,17.0,Code 10,Contract,Limpopo,4.12
D01257,Lwazi Jacobs,33,23.0,Code 8,Permanent,Free State,5.0
D01258,Sipho Dlamini,54,16.0,Code 14,Permanent,Limpopo,4.26
D01259,Sipho Dlamini,37,8.0,Code 8 ,Contract,Northern Cape,4.46
D01260,Nandi Mabena,37,12.0,Code 8,Contract,KwaZulu-Natal,2.68
D01261,Lerato Naidoo,57,26.0,Code 10,Permanent,North West,4.07
D01262,Lerato Modise,59,7.0,Code 10,Contract,Limpopo,3.61
D01263,Nandi Williams,44,29.0,Code 10,Contract,Western Cape,3.32
D01264,Ayanda Nkosi,37,23.0,Code 8,Contract,Mpumalanga,3.78
D01265,Precious Botha,58,27.0,Code 8,Permanent,Gauteng,3.88
D01266,Thabo Cele,28,15.0,Code 8,Contract,Free State,3.36
D01267,Lwazi Botha,53,6.0,Code 8,Permanent,Northern Cape,3.93
D01268,Zanele Mokoena,46,1.0,Code 8,Permanent,North West,3.68
D01269,Mandla Dlamini,58,,Code 10,Permanent,Mpumalanga,4.29
D01270,Themba Ndlovu,39,12.0,Code 8,Permanent,Western Cape,3.96
D01271,Siyabonga Moyo,57,3.0,Code 10,Contract,North West,4.06
D01272,Lwazi Ndlovu,21,28.0,Code 8,Permanent,Eastern Cape,4.49
D01273,Sibusiso Modise,54,30.0,Code 10,Permanent,Western Cape,4.19
D01274,Sibusiso Adams,24,11.0,Code 14,Permanent,Northern Cape,3.8
D01275,Siyabonga Khumalo,49,20.0,Code 8,Permanent,Gauteng,2.34
D01276,Mandla Van Wyk,29,12.0,Code 8,Permanent,KwaZulu-Natal,4.16
D01277,Mandla Khumalo,63,15.0,Code 10,Permanent,Gauteng,3.16
D01278,Tshepo Khumalo,54,19.0,Code 8,Permanent,Limpopo,3.74
D01279,Bongani Mkhize,25,12.0,Code 14,Permanent,North West,4.06
D01280,Bongani Nkosi,60,24.0,Code 14,Permanent,Free State,4.73
D01281,Mandla Nkosi,32,5.0,Code 10,Permanent,North West,5.0
D01282,Mpho Mokoena,45,20.0,Code 14,Permanent,Northern Cape,3.16
D01283,Lwazi Naidoo,24,30.0,Code 10,Contract,North West,2.88
D01284,Siyabonga Dlamini,25,26.0,Code 10,Contract,Gauteng,4.03
D01285,Nandi Molefe,31,1.0,Code 8,Contract,Gauteng,3.97
D01286,Ayanda Mkhize,44,3.0,Code 8,Permanent,KwaZulu-Natal,2.96
D01287,Precious Cele,44,19.0,Code 8,Permanent,Limpopo,3.79
D01288,Lwazi Jacobs,58,28.0,Code 10,Contract,North West,4.22
D01289,Siyabonga Molefe,28,26.0,Code 10,Permanent,KwaZulu-Natal,2.94
D01290,Amanda Pillay,53,28.0,Code 8,Permanent,Limpopo,3.1
D01291,Lwazi Williams,21,4.0,Code 10,Permanent,Gauteng,3.35
D01292,Bongani Sithole,33,16.0,Code 8,Permanent,Free State,3.65
D01293,Mandla Nkosi,28,22.0,Code 8,Permanent,North West,4.29
D01294,Kagiso Mkhize,26,19.0,Code 8,Permanent,Eastern Cape,3.57
D01295,Ayanda Mkhize,46,24.0,Code 10,Permanent,Gauteng,3.84
D01296,Precious Mthembu,60,6.0,Code 10,Permanent,Eastern Cape,5.0
D01297,Themba Mkhize,50,14.0,Code 10,Permanent,Mpumalanga,3.13
D01298,Busisiwe Khumalo,58,13.0,Code 8,Contract,Northern Cape,3.34
D01299,Thabo Mkhize,47,29.0,Code 10,Contract,Limpopo,4.27
D01300,Mpho Modise,23,6.0,Code 14,Permanent,Mpumalanga,4.49
D01301,Siyabonga Mabena,36,10.0,Code 8,Permanent,Eastern Cape,4.09
D01302,Ayanda Williams,57,0.0,Code 10,Permanent,Northern Cape,5.0
D01303,Mpho Zulu,22,4.0,Code 8,Permanent,North West,4.02
D01304,Lwazi Modise,25,30.0,Code 8,Contract,Northern Cape,2.42
D01305,Nomsa Botha,57,26.0,Code 10,Permanent,North West,3.87
D01306,Nomsa Modise,23,8.0,Code 8,Permanent,Free State,3.4
D01307,Lwazi Adams,63,21.0,Code 10,Contract,Northern Cape,4.77
D01308,Siyabonga Pillay,54,18.0,Code 14,Permanent,Limpopo,4.48
D01309,Thabo Mabena,50,28.0,Code 8,Permanent,Limpopo,2.69
D01310,Mpho Modise,44,9.0,Code 8,Contract,Limpopo,4.75
D01311,Lerato Van Wyk,24,30.0,Code 14,Permanent,Gauteng,4.46
D01312,Precious Ngcobo,39,11.0,Code 10,Permanent,North West,3.57
D01313,Mpho Mthembu,56,22.0,Code 14,Contract,Eastern Cape,3.75
D01314,Tshepo Dlamini,60,12.0,Code 8,Permanent,Limpopo,4.77
D01315,Precious Molefe,40,20.0,Code 10,Permanent,North West,2.42
D01316,Tshepo Ndlovu,57,10.0,Code 14,Permanent,Gauteng,4.11
D01317,Themba Molefe,55,26.0,Code 8,Permanent,KwaZulu-Natal,4.57
D01318,Sibusiso Mthembu,23,19.0,Code 14,Permanent,Northern Cape,3.74
D01319,Siyabonga Moyo,48,8.0,Code 10,Permanent,Eastern Cape,4.25
D01320,Zanele Mthembu,48,29.0,Code 14,Permanent,Limpopo,3.87
D01321,Amanda Pillay,44,21.0,Code 8,Permanent,Limpopo,3.25
D01322,Mandla Mahlangu,54,13.0,Code 10,Permanent,North West,3.23
D01323,Precious Mokoena,60,4.0,Code 8,Contract,Free State,4.3
D01324,Busisiwe Jacobs,45,30.0,Code 14,Permanent,Eastern Cape,3.36
D01325,Mpho Moyo,35,23.0,Code 8,Permanent,Western Cape,2.73
D01326,Karabo Williams,64,20.0,Code 8,Contract,Free State,3.89
D01327,Busisiwe Moyo,63,25.0,Code 14,Permanent,Limpopo,3.44
D01328,Amanda Naidoo,51,18.0,Code 8,Permanent,Mpumalanga,2.96
D01329,Mpho Jacobs,49,7.0,Code 10,Permanent,North West,3.85
D01330,Tshepo Khumalo,25,,Code 8,Permanent,Mpumalanga,4.34
D01331,Zanele Van Wyk,38,2.0,Code 10,Contract,Free State,3.81
D01332,Nomsa Adams,29,1.0,Code 8,Permanent,Western Cape,
D01333,Nomsa Nkosi,43,22.0,Code 10,Contract,KwaZulu-Natal,4.14
D01334,Precious Mahlangu,57,26.0,Code 10,Permanent,Eastern Cape,4.52
D01335,Lwazi Naidoo,30,5.0,Code 8,Permanent,Northern Cape,5.0
D01336,Sipho Dlamini,64,17.0,Code 8,Permanent,Mpumalanga,4.81
D01337,Sibusiso Botha,26,3.0,Code 8,Permanent,Northern Cape,3.1
D01338,Busisiwe Nkosi,25,12.0,Code 10,Permanent,Northern Cape,4.4
D01339,Lwazi Ndlovu,63,24.0,Code 8,Permanent,Gauteng,3.98
D01340,Mandla Zulu,25,25.0,Code 8,Permanent,Western Cape,2.99
D01341,Tshepo Van Wyk,53,29.0,Code 8,Contract,Limpopo,4.0
D01342,Bongani Nkosi,54,9.0,Code 10,Contract,KwaZulu-Natal,5.0
D01343,Amanda Mabena,35,29.0,Code 10,Permanent,North West,4.64
D01344,Sibusiso Botha,23,24.0,Code 10,Contract,Free State,3.09
D01345,Sipho Dlamini,34,10.0,Code 14,Permanent,Western Cape,3.81
D01346,Thabo Williams,24,10.0,Code 10,Permanent,KwaZulu-Natal,4.14
D01347,Amanda Nkosi,50,3.0,Code 14,Permanent,Eastern Cape,2.59
D01348,Mandla Jacobs,60,28.0,Code 10,Permanent,Western Cape,2.61
D01349,Kagiso Mokoena,64,6.0,Code 8,Permanent,KwaZulu-Natal,3.91
D01350,Sipho Khumalo,56,8.0,Code 14,Permanent,Free State,3.92
D01351,Mpho Williams,55,12.0,Code 14,Contract,Northern Cape,2.51
D01352,Thabo Botha,59,4.0,Code 10,Permanent,Limpopo,
D01353,Lerato Moyo,54,24.0,Code 8,Contract,Western Cape,4.56
D01354,Ayanda Jacobs,49,21.0,Code 8,Permanent,Eastern Cape,3.65
D01355,Precious Cele,64,4.0,Code 10,Permanent,Mpumalanga,3.84
D01356,Lerato Mokoena,35,5.0,Code 10,Permanent,Eastern Cape,4.2
D01357,Mandla Zulu,39,0.0,Code 10,Permanent,Limpopo,4.11
D01358,Zanele Pillay,60,29.0,Code 10,Permanent,Northern Cape,2.63
D01359,Mpho Mahlangu,34,13.0,Code 10,Contract,Gauteng,3.17
D01360,Bongani Cele,34,20.0,Code 8,Permanent,Free State,3.52
D01361,Tshepo Mokoena,27,4.0,Code 8,Permanent,Limpopo,3.2
D01362,Lwazi Ngcobo,33,7.0,Code 8,Contract,North West,4.83
D01363,Thabo Molefe,47,16.0,Code 14,Permanent,North West,4.24
D01364,Lerato Mthembu,60,6.0,Code 10,Contract,KwaZulu-Natal,3.02
D01365,Siyabonga Khumalo,26,19.0,Code 14,Permanent,Free State,3.65
D01366,Sipho Mabena,50,28.0,Code 10,Permanent,North West,4.59
D01367,Themba Mahlangu,54,9.0,Code 14,Permanent,North West,3.35
D01368,Nandi Mthembu,60,18.0,Code 10,Permanent,North West,4.4
D01369,Tshepo Mabena,54,28.0,Code 14,Permanent,Mpumalanga,4.77
D01370,Lerato Khumalo,27,27.0,Code 14,Permanent,KwaZulu-Natal,4.65
D01371,Siyabonga Dlamini,42,0.0,Code 10,Contract,Eastern Cape,3.93
D01372,Busisiwe Khumalo,62,3.0,Code 8,Contract,Limpopo,4.68
D01373,Sibusiso Ngcobo,60,30.0,Code 10,Permanent,KwaZulu-Natal,3.43
D01374,Ayanda Modise,47,28.0,Code 8,Permanent,Mpumalanga,5.0
D01375,Mandla Molefe,63,9.0,Code 8,Permanent,Free State,3.97
D01376,Lwazi Nkosi,50,16.0,Code 10,Permanent,Eastern Cape,4.6
D01377,Zanele Molefe,23,17.0,Code 14,Permanent,Eastern Cape,3.55
D01378,Nandi Mahlangu,61,20.0,Code 8,Permanent,Mpumalanga,4.15
D01379,Ayanda Adams,28,23.0,Code 8,Permanent,Free State,4.18
D01380,Sibusiso Zulu,37,11.0,Code 14,Permanent,KwaZulu-Natal,3.15
D01381,Nomsa Pillay,31,27.0,Code 8,Contract,Eastern Cape,3.13
D01382,Thabo Maseko,52,1.0,Code 8,Permanent,Free State,3.66
D01383,Mpho Modise,22,1.0,Code 10,Contract,Limpopo,4.57
D01384,Sipho Mkhize,49,29.0,Code 14,Contract,Northern Cape,2.52
D01385,Sibusiso Adams,59,5.0,Code 10,Permanent,Eastern Cape,3.55
D01386,Siyabonga Modise,55,30.0,Code 10,Permanent,Gauteng,4.72
D01387,Nomsa Williams,34,8.0,Code 8,Permanent,Northern Cape,2.94
D01388,Thabo Zulu,60,11.0,Code 8,Contract,Gauteng,4.68
D01389,Sipho Khumalo,36,0.0,Code 14,Permanent,Northern Cape,3.01
D01390,Bongani Mthembu,50,29.0,Code 14,Permanent,Gauteng,3.16
D01391,Mpho Maseko,43,11.0,Code 8,Permanent,Eastern Cape,3.7
D01392,Zanele Mkhize,23,5.0,Code 8,Contract,Northern Cape,5.0
D01393,Thabo Zulu,21,14.0,Code 8,Permanent,Gauteng,3.35
D01394,Lwazi Mahlangu,29,4.0,Code 8,Contract,Gauteng,2.59
D01395,Sibusiso Nkosi,62,24.0,Code 8,Permanent,Limpopo,2.82
D01396,Sibusiso Botha,62,2.0,Code 8,Permanent,Gauteng,4.45
D01397,Precious Naidoo,39,15.0,Code 14,Permanent,Western Cape,2.85
D01398,Tshepo Maseko,63,12.0,Code 8,Permanent,Mpumalanga,4.63
D01399,Zanele Zulu,23,1.0,Code 10,Permanent,Northern Cape,3.85
D01400,Karabo Cele,63,1.0,Code 10,Permanent,Mpumalanga,3.78
D01401,Bongani Mthembu,31,16.0,Code 14,Contract,Northern Cape,4.01
D01402,Mpho Moyo,22,12.0,Code 14,Contract,Free State,3.24
D01403,Ayanda Mabena,54,4.0,Code 10,Permanent,Limpopo,3.9
D01404,Lwazi Mkhize,37,4.0,Code 8,Permanent,Northern Cape,2.96
D01405,Precious Sithole,33,24.0,Code 10,Permanent,Free State,4.74
D01406,Ayanda Nkosi,54,22.0,Code 8,Permanent,Western Cape,3.08
D01407,Amanda Modise,35,18.0,Code 8,Contract,KwaZulu-Natal,4.11
D01408,Zanele Cele,54,25.0,Code 8,Contract,Limpopo,3.08
D01409,Siyabonga Jacobs,29,2.0,Code 14,Contract,North West,3.43
D01410,Busisiwe Dlamini,24,21.0,Code 8,Permanent,Limpopo,3.54
D01411,Lwazi Nkosi,35,23.0,Code 10,Permanent,Eastern Cape,5.0
D01412,Ayanda Botha,47,6.0,Code 10,Contract,KwaZulu-Natal,3.79
D01413,Kagiso Mthembu,30,16.0,Code 10,Permanent,Mpumalanga,3.22
D01414,Lwazi Mthembu,27,23.0,Code 8,Permanent,Northern Cape,3.49
D01415,Ayanda Botha,53,18.0,Code 14,Permanent,KwaZulu-Natal,2.75
D01416,Amanda Zulu,42,7.0,Code 10,Contract,Free State,3.69
D01417,Zanele Nkosi,39,20.0,Code 10,Permanent,Eastern Cape,5.0
D01418,Thabo Mkhize,31,23.0,Code 10,Contract,KwaZulu-Natal,4.04
D01419,Zanele Mokoena,21,0.0,Code 14,Permanent,Eastern Cape,4.43
D01420,Zanele Ndlovu,23,17.0,Code 14,Permanent,Western Cape,3.16
D01421,Siyabonga Dlamini,50,15.0,Code 10,Permanent,Free State,3.66
D01422,Kagiso Ndlovu,24,11.0,Code 8,Contract,Western Cape,3.94
D01423,Nomsa Khumalo,31,1.0,Code 8,Permanent,Free State,3.29
D01424,Nomsa Jacobs,61,2.0,Code 8,Contract,Northern Cape,4.08
D01425,Themba Zulu,36,23.0,Code 8,Permanent,Gauteng,4.23
D01426,Thabo Ndlovu,53,25.0,Code 8,Contract,KwaZulu-Natal,4.18
D01427,Lwazi Dlamini,36,12.0,Code 8,Contract,Mpumalanga,3.69
D01428,Sipho Cele,62,29.0,Code 14,Permanent,Northern Cape,4.56
D01429,Thabo Van Wyk,57,28.0,Code 14,Contract,Northern Cape,3.62
D01430,Amanda Mahlangu,41,20.0,Code 14,Permanent,Gauteng,3.56
D01431,Lerato Ndlovu,51,18.0,Code 10,Contract,KwaZulu-Natal,4.81
D01432,Thabo Molefe,39,29.0,Code 10,Contract,Northern Cape,3.03
D01433,Amanda Cele,62,18.0,Code 8,Permanent,Free State,2.61
D01434,Nomsa Mokoena,36,28.0,Code 10,Permanent,North West,3.19
D01435,Karabo Moyo,57,30.0,Code 8,Contract,Western Cape,4.07
D01436,Thabo Williams,48,6.0,Code 10,Contract,Gauteng,4.7
D01437,Nomsa Mahlangu,49,20.0,Code 14,Permanent,Gauteng,3.34
D01438,Sipho Modise,36,22.0,Code 14,Contract,Western Cape,5.0
D01439,Kagiso Zulu,57,25.0,Code 8,Permanent,Northern Cape,3.82
D01440,Themba Khumalo,53,10.0,Code 10,Permanent,North West,3.72
D01441,Zanele Modise,56,26.0,Code 8,Permanent,Eastern Cape,3.21
D01442,Ayanda Moyo,56,15.0,Code 8,Permanent,Western Cape,5.0
D01443,Lerato Zulu,27,11.0,Code 8,Permanent,Western Cape,3.69
D01444,Precious Naidoo,59,4.0,Code 8,Permanent,KwaZulu-Natal,2.87
D01445,Ayanda Mokoena,58,9.0,Code 10,Permanent,Mpumalanga,5.0
D01446,Precious Pillay,31,30.0,Code 10,Permanent,North West,4.08
D01447,Busisiwe Jacobs,64,22.0,Code 8,Contract,Free State,4.36
D01448,Karabo Adams,44,22.0,Code 14,Contract,Northern Cape,4.98
D01449,Zanele Mkhize,35,27.0,Code 10,Contract,Northern Cape,4.23
D01450,Thabo Jacobs,30,8.0,Code 10,Permanent,Mpumalanga,4.48
D01451,Mpho Mkhize,37,20.0,Code 10,Contract,Western Cape,3.84
D01452,Siyabonga Botha,22,11.0,Code 10,Permanent,Northern Cape,4.31
D01453,Bongani Mokoena,51,26.0,Code 10,Permanent,Northern Cape,3.78
D01454,Themba Cele,52,13.0,Code 10,Contract,Limpopo,3.79
D01455,Zanele Sithole,50,26.0,Code 14,Permanent,Limpopo,3.88
D01456,Nomsa Mabena,45,23.0,Code 8,Contract,North West,3.52
D01457,Siyabonga Khumalo,36,23.0,Code 10,Permanent,Limpopo,4.15
D01458,Tshepo Zulu,52,28.0,Code 8,Permanent,Eastern Cape,4.15
D01459,Mandla Modise,59,24.0,Code 14,Permanent,Mpumalanga,4.37
D01460,Siyabonga Mthembu,24,9.0,Code 8,Permanent,North West,4.25
D01461,Mpho Pillay,37,16.0,Code 8,Permanent,Gauteng,5.0
D01462,Mpho Pillay,64,14.0,Code 14,Permanent,Mpumalanga,4.54
D01463,Ayanda Cele,58,2.0,Code 10,Permanent,Gauteng,3.65
D01464,Amanda Dlamini,64,18.0,Code 8,Contract,Limpopo,4.12
D01465,Precious Dlamini,29,13.0,Code 8,Permanent,Western Cape,4.79
D01466,Zanele Nkosi,41,12.0,Code 10,Permanent,Northern Cape,3.14
D01467,Mandla Mthembu,26,3.0,Code 14,Permanent,Mpumalanga,5.0
D01468,Themba Mthembu,59,15.0,Code 10,Permanent,Free State,3.26
D01469,Amanda Khumalo,43,17.0,Code 8,Permanent,Free State,4.43
D01470,Mandla Mokoena,31,3.0,Code 10,Permanent,Limpopo,3.8
D01471,Lerato Van Wyk,24,19.0,Code 10,Contract,Gauteng,3.76
D01472,Nandi Pillay,53,5.0,Code 8,Permanent,Free State,2.89
D01473,Kagiso Dlamini,56,4.0,Code 14,Contract,Mpumalanga,4.44
D01474,Karabo Pillay,59,12.0,Code 8,Permanent,KwaZulu-Natal,2.9
D01475,Sipho Khumalo,63,12.0,Code 14,Permanent,Free State,2.79
D01476,Lwazi Ngcobo,56,28.0,Code 14,Permanent,KwaZulu-Natal,4.61
D01477,Bongani Dlamini,55,2.0,Code 8,Permanent,Gauteng,5.0
D01478,Tshepo Mthembu,56,10.0,Code 10,Permanent,Northern Cape,
D01479,Sipho Khumalo,64,22.0,Code 14,Permanent,Limpopo,4.5
D01480,Themba Ngcobo,41,,Code 10,Permanent,Eastern Cape,4.36
D01481,Mpho Cele,54,30.0,Code 10,Permanent,Eastern Cape,3.74
