driver_id,driver_name,age,experience_years,license_type,employment_type,home_province,performance_rating
2091,D002092,Kabelo Molefe,58,16,Code 14,Contract,Gauteng,3.84
2092,D002093,Precious Adams,62,9,Code 10,Permanent,Free State,3.97
2093,D002094,Themba Maseko,40,19,Code 8,Permanent,Limpopo,4.13
2094,D002095,Kabelo Dlamini,60,15,Code 10,Permanent,Gauteng,3.87
2095,D002096,Nomsa Modise,62,12,Code 10,Permanent,Free State,4.97
2096,D002097,Precious Modise,40,28,Code 8,Owner Driver,Mpumalanga,5.0
2097,D002098,Sipho Botha,39,12,Code 8,Owner Driver,Eastern Cape,3.61
2098,D002099,Busisiwe Williams,45,16,Code 10,Owner Driver,Eastern Cape,4.26
2099,D002100,Lindelwa Van Wyk,61,25,Code 10,Owner Driver,Mpumalanga,3.18
2100,D002101,Lwazi Jacobs,43,14,Code 8,Permanent,Western Cape,3.82
2101,D002102,Nandi Sithole,49,17,Code 10,Owner Driver,Northern Cape,3.53
2102,D002103,Bongani Mokoena,61,32,Code 8,Owner Driver,Northern Cape,3.85
2103,D002104,Mpho Ngcobo,55,16,Code 10,Permanent,KwaZulu-Natal,3.26
2104,D002105,Kagiso Mahlangu,26,20,Code 10,Owner Driver,Limpopo,4.04
2105,D002106,Sibusiso Ngcobo,24,23,Code 10,Contract,North West,4.06
2106,D002107,Tshepo Adams,60,6,Code 10,Contract,Gauteng,2.61
2107,D002108,Nandi Ndlovu,37,20,Code 14,Contract,North West,3.91
2108,D002109,Kabelo Cele,23,12,Code 14,Permanent,Eastern Cape,3.88
2109,D002110,Busisiwe Mkhize,52,32,Code 10,Permanent,Free State,4.38
2110,D002111,Lerato Mthembu,50,32,Code 10,Permanent,Limpopo,4.28
2111,D002112,Kagiso Mkhize,31,7,Code 14,Permanent,Eastern Cape,4.96
2112,D002113,Themba Moyo,65,14,Code 10,Owner Driver,Gauteng,4.03
2113,D002114,Kagiso Jacobs,46,20,Code 14,Permanent,KwaZulu-Natal,3.83
2114,D002115,Phumzile Modise,42,31,Code 8,Owner Driver,Free State,3.6
2115,D002116,Busisiwe Maseko,42,13,Code 8,Owner Driver,Limpopo,3.64
2116,D002117,Karabo Dlamini,28,7,Code 10,Permanent,Mpumalanga,3.97
2117,D002118,Precious Mokoena,33,15,Code 8,Permanent,Eastern Cape,3.92
2118,D002119,Bongani Mahlangu,46,20,Code 10,Contract,KwaZulu-Natal,3.42
2119,D002120,Thabo Mahlangu,36,6,Code 10,Contract,Gauteng,3.96
2120,D002121,Nokuthula Williams,25,7,Code 10,Permanent,Eastern Cape,4.99
2121,D002122,Ayanda Mkhize,52,27,Code 8,Permanent,Mpumalanga,4.03
2122,D002123,Zanele Pillay,38,10,Code 14,Permanent,KwaZulu-Natal,3.01
2123,D002124,Lindelwa Pillay,30,2,Code 10,Permanent,Northern Cape,4.5
2124,D002125,Themba Naidoo,35,9,Code 10,Permanent,Mpumalanga,3.48
2125,D002126,Mpho Ndlovu,27,10,Code 10,Permanent,Eastern Cape,4.23
2126,D002127,Busisiwe Mabena,34,1,Code 14,Permanent,Northern Cape,4.43
2127,D002128,Ayanda Khumalo,53,24,Code 14,Permanent,Northern Cape,3.8
2128,D002129,Phumzile Williams,60,1,Code 14,Permanent,North West,3.73
2129,D002130,Mandla Molefe,58,15,Code 10,Contract,Free State,4.81
2130,D002131,Siyabonga Mokoena,35,21,Code 8,Owner Driver,Western Cape,3.52
2131,D002132,Precious Maseko,26,15,Code 10,Permanent,Limpopo,3.0
2132,D002133,Kabelo Moyo,40,8,Code 8,Permanent,Eastern Cape,3.86
2133,D002134,Dumisani Adams,25,29,Code 14,Permanent,Gauteng,4.83
2134,D002135,Nandi Dlamini,48,22,Code 8,Contract,Northern Cape,3.89
2135,D002136,Bongani Botha,52,22,Code 10,Permanent,Gauteng,4.25
2136,D002137,Kabelo Nkosi,40,9,Code 14,Owner Driver,Limpopo,4.44
2137,D002138,Nokuthula Adams,59,26,Code 8,Owner Driver,Limpopo,4.02
2138,D002139,Themba Dlamini,54,5,Code 10,Permanent,North West,3.52
2139,D002140,Busisiwe Moyo,59,34,Code 8,Permanent,Limpopo,3.55
2140,D002141,Karabo Botha,54,16,Code 14,Permanent,Limpopo,4.11
2141,D002142,Lindelwa Mkhize,46,2,Code 8,Permanent,KwaZulu-Natal,3.52
2142,D002143,Nomsa Ngcobo,56,28,Code 10,Permanent,Eastern Cape,4.24
2143,D002144,Nokuthula Williams,36,19,Code 8,Owner Driver,Mpumalanga,4.53
2144,D002145,Busisiwe Maseko,36,15,Code 14,Owner Driver,Mpumalanga,3.33
2145,D002146,Bongani Jacobs,31,7,Code 10,Permanent,Northern Cape,4.87
2146,D002147,Precious Naidoo,59,12,Code 14,Permanent,Limpopo,3.96
2147,D002148,Nandi Williams,51,5,Code 8,Owner Driver,Northern Cape,3.97
2148,D002149,Ayanda Van Wyk,37,31,Code 10,Permanent,Western Cape,3.29
2149,D002150,Nandi Ndlovu,26,3,Code 10,Permanent,Gauteng,3.84
2150,D002151,Sibusiso Pillay,35,12,Code 14,Permanent,Free State,3.49
2151,D002152,Themba Van Wyk,36,4,Code 10,Permanent,North West,4.04
2152,D002153,Precious Modise,51,13,Code 10,Owner Driver,Free State,4.8
2153,D002154,Kabelo Sithole,41,22,Code 8,Permanent,Northern Cape,3.61
2154,D002155,Sipho Mthembu,56,17,Code 10,Contract,Mpumalanga,4.02
2155,D002156,Lindelwa Mabena,30,9,Code 10,Contract,Western Cape,3.45
2156,D002157,Lindelwa Maseko,51,22,Code 14,Permanent,Mpumalanga,3.98
2157,D002158,Bongani Mkhize,25,17,Code 8,Permanent,Northern Cape,3.24
2158,D002159,Kagiso Jacobs,36,2,Code 8,Permanent,Northern Cape,4.45
2159,D002160,Bongani Sithole,40,21,Code 14,Owner Driver,Gauteng,4.27
2160,D002161,Nokuthula Jacobs,37,17,Code 8,Owner Driver,Gauteng,4.33
2161,D002162,Thabo Naidoo,44,2,Code 14,Owner Driver,Limpopo,3.22
2162,D002163,Phumzile Pillay,32,34,Code 8,Permanent,KwaZulu-Natal,3.63
2163,D002164,Busisiwe Van Wyk,26,7,Code 8,Permanent,Eastern Cape,4.12
2164,D002165,Phumzile Sithole,60,3,Code 10,Owner Driver,KwaZulu-Natal,4.43
2165,D002166,Kagiso Mkhize,27,15,Code 8,Permanent,Eastern Cape,4.2
2166,D002167,Kabelo Moyo,41,24,Code 14,Owner Driver,Western Cape,3.72
2167,D002168,Lerato Molefe,26,34,Code 14,Owner Driver,Free State,3.88
2168,D002169,Bongani Naidoo,48,6,Code 10,Contract,Eastern Cape,4.08
2169,D002170,Bongani Mkhize,46,6,Code 10,Permanent,Mpumalanga,4.39
2170,D002171,Lindelwa Adams,45,14,Code 10,Contract,KwaZulu-Natal,4.2
2171,D002172,Sibusiso Zulu,62,17,Code 8,Contract,North West,3.7
2172,D002173,Thabo Ngcobo,52,16,Code 14,Permanent,KwaZulu-Natal,4.42
2173,D002174,Lerato Mabena,48,5,Code 8,Permanent,North West,4.74
2174,D002175,Zanele Adams,37,34,Code 10,Permanent,Gauteng,4.24
2175,D002176,Nandi Zulu,56,1,Code 10,Contract,Limpopo,4.93
2176,D002177,Mpho Cele,57,29,Code 10,Permanent,KwaZulu-Natal,3.34
2177,D002178,Tshepo Cele,55,14,Code 10,Permanent,Northern Cape,3.53
2178,D002179,Bongani Moyo,32,17,Code 10,Permanent,KwaZulu-Natal,3.71
2179,D002180,Amanda Mokoena,24,6,Code 8,Permanent,Limpopo,4.26
2180,D002181,Precious Botha,43,4,Code 10,Contract,Limpopo,3.82
2181,D002182,Dumisani Moyo,43,16,Code 10,Contract,Western Cape,3.24
2182,D002183,Bongani Maseko,36,27,Code 10,Owner Driver,Northern Cape,3.74
2183,D002184,Kagiso Molefe,34,32,Code 8,Permanent,KwaZulu-Natal,4.51
2184,D002185,Ayanda Zulu,34,20,Code 8,Contract,Northern Cape,4.32
2185,D002186,Zanele Mabena,64,24,Code 10,Permanent,North West,3.26
2186,D002187,Karabo Mahlangu,44,22,Code 14,Contract,Limpopo,4.0
2187,D002188,Karabo Mokoena,40,21,Code 10,Permanent,Western Cape,3.81
2188,D002189,Phumzile Maseko,33,32,Code 8,Owner Driver,KwaZulu-Natal,4.33
2189,D002190,Lerato Naidoo,65,9,Code 8,Permanent,North West,4.28
2190,D002191,Busisiwe Mokoena,38,16,Code 10,Owner Driver,Mpumalanga,3.6
2191,D002192,Precious Mthembu,32,7,Code 10,Permanent,Northern Cape,4.16
2192,D002193,Kagiso Adams,30,20,Code 14,Permanent,Northern Cape,3.26
2193,D002194,Phumzile Mabena,29,22,Code 10,Permanent,Western Cape,3.87
2194,D002195,Precious Mahlangu,54,16,Code 8,Permanent,Free State,3.94
2195,D002196,Nomsa Cele,49,14,Code 10,Owner Driver,KwaZulu-Natal,3.57
2196,D002197,Dumisani Botha,25,26,Code 10,Owner Driver,Northern Cape,4.01
2197,D002198,Mandla Ngcobo,44,25,Code 8,Owner Driver,Western Cape,4.64
2198,D002199,Nomsa Naidoo,59,24,Code 8,Permanent,Mpumalanga,3.58
2199,D002200,Zanele Ndlovu,54,19,Code 10,Permanent,Northern Cape,3.51
2200,D002201,Amanda Mthembu,46,3,Code 8,Contract,Gauteng,3.0
2201,D002202,Dumisani Williams,29,20,Code 14,Permanent,Free State,3.89
2202,D002203,Lerato Ngcobo,30,19,Code 10,Permanent,Free State,4.08
2203,D002204,Nomsa Dlamini,43,7,Code 10,Permanent,Limpopo,4.36
2204,D002205,Siyabonga Molefe,40,27,Code 10,Permanent,Northern Cape,4.52
2205,D002206,Precious Ngcobo,41,16,Code 14,Contract,Eastern Cape,3.9
2206,D002207,Themba Sithole,31,22,Code 10,Owner Driver,Gauteng,3.84
2207,D002208,Nokuthula Modise,55,10,Code 8,Permanent,Gauteng,4.86
2208,D002209,Lindelwa Adams,23,9,Code 10,Permanent,Limpopo,5.0
2209,D002210,Nomsa Jacobs,41,29,Code 14,Permanent,Northern Cape,4.18
2210,D002211,Kagiso Khumalo,58,23,Code 10,Permanent,North West,3.33
2211,D002212,Sibusiso Sithole,54,16,Code 8,Permanent,Mpumalanga,4.38
2212,D002213,Mpho Jacobs,61,4,Code 8,Owner Driver,Mpumalanga,4.0
2213,D002214,Lwazi Williams,30,14,Code 14,Contract,Eastern Cape,4.01
2214,D002215,Bongani Mahlangu,64,12,Code 10,Contract,Gauteng,3.39
2215,D002216,Nokuthula Mabena,27,19,Code 8,Contract,KwaZulu-Natal,4.66
2216,D002217,Kagiso Molefe,46,26,Code 8,Permanent,Limpopo,3.57
2217,D002218,Themba Naidoo,50,4,Code 8,Contract,Western Cape,3.49
2218,D002219,Kagiso Van Wyk,58,32,Code 8,Permanent,Northern Cape,2.94
2219,D002220,Kagiso Pillay,39,29,Code 14,Contract,Eastern Cape,4.15
2220,D002221,Themba Modise,51,21,Code 8,Permanent,North West,4.63
2221,D002222,Dumisani Dlamini,41,6,Code 14,Permanent,Free State,3.95
2222,D002223,Lindelwa Van Wyk,64,29,Code 8,Permanent,Limpopo,2.92
2223,D002224,Ayanda Ngcobo,31,7,Code 14,Permanent,KwaZulu-Natal,3.54
2224,D002225,Mpho Mabena,39,28,Code 8,Contract,Free State,4.91
2225,D002226,Karabo Cele,38,27,Code 10,Permanent,Northern Cape,4.65
2226,D002227,Ayanda Mkhize,42,27,Code 8,Permanent,Mpumalanga,4.4
2227,D002228,Sibusiso Botha,25,29,Code 14,Owner Driver,Free State,4.2
2228,D002229,Tshepo Zulu,48,29,Code 8,Owner Driver,Western Cape,4.17
2229,D002230,Thabo Mahlangu,26,27,Code 10,Owner Driver,Northern Cape,4.07
2230,D002231,Karabo Ndlovu,33,27,Code 14,Permanent,Northern Cape,4.16
2231,D002232,Kagiso Mkhize,53,12,Code 8,Permanent,Free State,4.89
2232,D002233,Nomsa Jacobs,48,14,Code 8,Permanent,Western Cape,4.22
2233,D002234,Dumisani Mokoena,46,1,Code 10,Owner Driver,Northern Cape,3.61
2234,D002235,Lerato Modise,49,15,Code 8,Owner Driver,Northern Cape,4.65
2235,D002236,Amanda Mabena,59,11,Code 8,Contract,North West,4.5
2236,D002237,Mpho Ndlovu,62,26,Code 10,Permanent,Free State,5.0
2237,D002238,Ayanda Maseko,38,6,Code 14,Permanent,Free State,3.87
2238,D002239,Nomsa Van Wyk,57,32,Code 8,Owner Driver,Eastern Cape,4.55
2239,D002240,Mpho Zulu,36,34,Code 10,Contract,Free State,4.2
2240,D002241,Precious Adams,65,17,Code 14,Owner Driver,Eastern Cape,4.95
2241,D002242,Precious Mokoena,30,29,Code 8,Permanent,Western Cape,3.94
2242,D002243,Busisiwe Van Wyk,24,4,Code 8,Permanent,North West,4.05
2243,D002244,Nokuthula Naidoo,64,12,Code 14,Permanent,Gauteng,3.71
2244,D002245,Lwazi Modise,25,15,Code 14,Contract,Eastern Cape,4.04
2245,D002246,Themba Maseko,38,12,Code 8,Permanent,KwaZulu-Natal,3.25
2246,D002247,Mandla Ngcobo,57,17,Code 8,Owner Driver,Western Cape,3.81
2247,D002248,Mandla Dlamini,34,29,Code 8,Permanent,Gauteng,3.74
2248,D002249,Siyabonga Jacobs,28,20,Code 14,Permanent,Gauteng,3.35
2249,D002250,Themba Ngcobo,41,25,Code 10,Permanent,Western Cape,4.12
2250,D002251,Thabo Adams,35,19,Code 10,Owner Driver,Limpopo,3.61
2251,D002252,Karabo Botha,47,19,Code 14,Permanent,Eastern Cape,3.65
2252,D002253,Nandi Molefe,40,21,Code 10,Permanent,Free State,5.0
2253,D002254,Lindelwa Khumalo,52,2,Code 8,Permanent,Gauteng,3.39
2254,D002255,Lwazi Naidoo,62,29,Code 10,Permanent,Gauteng,4.33
2255,D002256,Nokuthula Van Wyk,64,11,Code 10,Permanent,Eastern Cape,3.79
2256,D002257,Dumisani Pillay,56,5,Code 8,Contract,Western Cape,5.0
2257,D002258,Ayanda Mkhize,32,23,Code 8,Permanent,Limpopo,4.76
2258,D002259,Mandla Khumalo,54,20,Code 8,Contract,Mpumalanga,3.82
2259,D002260,Busisiwe Sithole,47,7,Code 8,Permanent,Free State,3.76
2260,D002261,Lwazi Molefe,23,13,Code 10,Permanent,Eastern Cape,3.55
2261,D002262,Sipho Van Wyk,58,10,Code 10,Contract,Western Cape,4.0
2262,D002263,Siyabonga Botha,39,6,Code 10,Contract,Gauteng,2.9
2263,D002264,Zanele Mthembu,25,29,Code 10,Owner Driver,Free State,4.1
2264,D002265,Zanele Ngcobo,64,23,Code 14,Permanent,Gauteng,3.75
2265,D002266,Phumzile Dlamini,29,27,Code 10,Contract,North West,3.73
2266,D002267,Lerato Van Wyk,37,24,Code 8,Contract,Gauteng,3.78
2267,D002268,Nokuthula Pillay,48,13,Code 10,Permanent,Northern Cape,4.64
2268,D002269,Nomsa Mkhize,47,34,Code 8,Permanent,KwaZulu-Natal,4.18
2269,D002270,Lindelwa Maseko,45,24,Code 10,Permanent,Gauteng,4.06
2270,D002271,Phumzile Mabena,29,8,Code 14,Permanent,KwaZulu-Natal,4.0
2271,D002272,Mandla Botha,54,7,Code 8,Permanent,Gauteng,3.7
2272,D002273,Mandla Nkosi,48,11,Code 10,Permanent,KwaZulu-Natal,4.64
2273,D002274,Bongani Williams,32,5,Code 14,Contract,KwaZulu-Natal,4.38
2274,D002275,Thabo Mkhize,40,2,Code 14,Permanent,Free State,3.5
2275,D002276,Nokuthula Modise,61,1,Code 10,Permanent,Mpumalanga,3.76
2276,D002277,Nokuthula Jacobs,31,31,Code 10,Permanent,Northern Cape,3.47
2277,D002278,Lindelwa Ndlovu,52,5,Code 10,Permanent,KwaZulu-Natal,3.33
2278,D002279,Lwazi Modise,64,24,Code 8,Permanent,Limpopo,4.67
2279,D002280,Themba Mkhize,55,23,Code 14,Owner Driver,KwaZulu-Natal,3.6
2280,D002281,Siyabonga Maseko,44,28,Code 10,Permanent,Northern Cape,3.09
2281,D002282,Tshepo Khumalo,48,33,Code 14,Contract,Gauteng,3.65
2282,D002283,Amanda Mahlangu,42,30,Code 8,Owner Driver,North West,2.92
2283,D002284,Kagiso Botha,24,9,Code 10,Permanent,Limpopo,4.54
2284,D002285,Karabo Moyo,64,14,Code 8,Owner Driver,Mpumalanga,4.95
2285,D002286,Lwazi Molefe,53,2,Code 8,Contract,Western Cape,3.74
2286,D002287,Nomsa Naidoo,35,5,Code 14,Permanent,Eastern Cape,3.85
2287,D002288,Lerato Zulu,27,29,Code 8,Contract,Gauteng,3.22
2288,D002289,Kabelo Pillay,52,15,Code 14,Permanent,KwaZulu-Natal,3.96
2289,D002290,Dumisani Maseko,60,33,Code 8,Contract,Eastern Cape,4.4
2290,D002291,Dumisani Ngcobo,31,30,Code 10,Permanent,Northern Cape,5.0
2291,D002292,Kagiso Zulu,53,14,Code 10,Permanent,Gauteng,3.74
2292,D002293,Phumzile Modise,60,12,Code 8,Permanent,Northern Cape,4.46
2293,D002294,Lerato Williams,44,2,Code 8,Permanent,Western Cape,4.72
2294,D002295,Nandi Modise,38,20,Code 8,Permanent,Limpopo,3.66
2295,D002296,Themba Molefe,46,27,Code 14,Permanent,Mpumalanga,5.0
2296,D002297,Nomsa Ngcobo,28,2,Code 8,Permanent,Gauteng,3.31
2297,D002298,Dumisani Mahlangu,35,15,Code 8,Permanent,Western Cape,3.63
2298,D002299,Mandla Sithole,30,10,Code 10,Permanent,North West,3.88
2299,D002300,Dumisani Mokoena,31,23,Code 10,Contract,Mpumalanga,5.0
2300,D002301,Nokuthula Dlamini,29,5,Code 10,Permanent,KwaZulu-Natal,3.49
2301,D002302,Karabo Mahlangu,39,12,Code 10,Contract,Limpopo,2.79
2302,D002303,Sipho Mabena,35,14,Code 10,Permanent,KwaZulu-Natal,4.58
2303,D002304,Siyabonga Khumalo,42,14,Code 10,Contract,Free State,3.31
2304,D002305,Mpho Botha,63,27,Code 14,Permanent,North West,4.02
2305,D002306,Zanele Khumalo,23,10,Code 14,Contract,Northern Cape,3.05
2306,D002307,Nokuthula Maseko,39,29,Code 8,Permanent,Free State,5.0
2307,D002308,Mandla Mabena,23,27,Code 8,Permanent,North West,4.96
2308,D002309,Lindelwa Dlamini,61,14,Code 10,Permanent,Limpopo,4.98
2309,D002310,Dumisani Williams,47,30,Code 8,Contract,Northern Cape,3.83
2310,D002311,Mpho Nkosi,37,6,Code 10,Permanent,KwaZulu-Natal,4.27
2311,D002312,Mpho Mabena,48,26,Code 8,Owner Driver,Eastern Cape,4.38
2312,D002313,Dumisani Nkosi,58,30,Code 10,Permanent,Mpumalanga,5.0
2313,D002314,Lerato Williams,27,30,Code 10,Contract,Eastern Cape,4.12
2314,D002315,Zanele Molefe,23,19,Code 10,Permanent,Northern Cape,4.46
2315,D002316,Sibusiso Dlamini,40,30,Code 8,Owner Driver,Mpumalanga,2.71
2316,D002317,Sibusiso Ngcobo,33,12,Code 8,Permanent,Free State,4.03
2317,D002318,Thabo Jacobs,26,5,Code 8,Contract,Western Cape,3.39
2318,D002319,Ayanda Nkosi,43,30,Code 14,Permanent,Eastern Cape,3.86
2319,D002320,Karabo Ndlovu,56,13,Code 8,Permanent,Northern Cape,3.77
2320,D002321,Busisiwe Mahlangu,29,16,Code 8,Contract,North West,4.21
2321,D002322,Dumisani Van Wyk,23,21,Code 14,Permanent,Gauteng,3.99
2322,D002323,Lindelwa Ndlovu,49,22,Code 10,Permanent,Eastern Cape,4.4
2323,D002324,Sibusiso Ndlovu,59,27,Code 14,Owner Driver,Northern Cape,4.1
2324,D002325,Lerato Nkosi,25,1,Code 8,Permanent,Western Cape,4.43
2325,D002326,Lerato Ndlovu,58,20,Code 8,Owner Driver,Limpopo,3.69
2326,D002327,Phumzile Dlamini,63,8,Code 8,Owner Driver,Limpopo,4.01
2327,D002328,Themba Ngcobo,31,29,Code 10,Permanent,North West,4.0
2328,D002329,Zanele Dlamini,30,8,Code 10,Contract,Free State,3.75
2329,D002330,Karabo Jacobs,24,26,Code 10,Permanent,Limpopo,3.89
2330,D002331,Lwazi Moyo,49,20,Code 14,Permanent,Free State,4.45
2331,D002332,Nomsa Nkosi,24,19,Code 10,Permanent,Western Cape,4.21
2332,D002333,Precious Maseko,27,22,Code 10,Owner Driver,Mpumalanga,3.84
2333,D002334,Zanele Pillay,52,29,Code 8,Permanent,Northern Cape,4.16
2334,D002335,Lindelwa Zulu,45,3,Code 14,Contract,Eastern Cape,4.14
2335,D002336,Precious Pillay,47,9,Code 10,Permanent,Mpumalanga,4.77
2336,D002337,Zanele Modise,48,29,Code 8,Contract,Free State,5.0
2337,D002338,Bongani Cele,25,24,Code 10,Contract,KwaZulu-Natal,4.09
2338,D002339,Amanda Ndlovu,63,20,Code 10,Permanent,Mpumalanga,3.75
2339,D002340,Tshepo Dlamini,37,31,Code 10,Permanent,Western Cape,3.48
2340,D002341,Nomsa Zulu,59,3,Code 10,Permanent,Western Cape,3.76
2341,D002342,Mandla Mahlangu,42,12,Code 10,Permanent,Eastern Cape,3.87
2342,D002343,Precious Dlamini,65,33,Code 8,Contract,Mpumalanga,4.28
2343,D002344,Tshepo Van Wyk,24,1,Code 14,Permanent,KwaZulu-Natal,4.38
2344,D002345,Busisiwe Mkhize,39,12,Code 10,Permanent,Mpumalanga,4.7
2345,D002346,Busisiwe Van Wyk,64,34,Code 10,Permanent,Eastern Cape,4.62
2346,D002347,Sibusiso Botha,63,30,Code 10,Contract,Limpopo,4.51
2347,D002348,Nokuthula Mokoena,33,8,Code 14,Permanent,Mpumalanga,3.17
2348,D002349,Dumisani Maseko,39,34,Code 8,Permanent,North West,4.33
2349,D002350,Precious Ndlovu,56,21,Code 10,Permanent,Northern Cape,3.14
2350,D002351,Amanda Modise,51,24,Code 10,Owner Driver,Mpumalanga,4.38
2351,D002352,Sibusiso Botha,52,21,Code 10,Owner Driver,Western Cape,3.51
2352,D002353,Themba Naidoo,63,30,Code 8,Permanent,Northern Cape,3.24
2353,D002354,Sibusiso Modise,65,4,Code 10,Permanent,Northern Cape,3.96
2354,D002355,Bongani Jacobs,60,1,Code 10,Owner Driver,Northern Cape,4.71
2355,D002356,Siyabonga Jacobs,43,14,Code 10,Owner Driver,Northern Cape,3.93
2356,D002357,Kagiso Jacobs,39,13,Code 10,Permanent,Gauteng,3.55
2357,D002358,Sipho Naidoo,26,20,Code 10,Permanent,Mpumalanga,3.33
2358,D002359,Lwazi Zulu,62,17,Code 8,Owner Driver,Limpopo,3.96
2359,D002360,Kabelo Khumalo,29,20,Code 8,Permanent,Western Cape,3.9
2360,D002361,Bongani Maseko,52,23,Code 10,Permanent,North West,4.99
2361,D002362,Lindelwa Mahlangu,27,16,Code 8,Owner Driver,Western Cape,4.11
2362,D002363,Mpho Ngcobo,25,25,Code 10,Permanent,Mpumalanga,4.56
2363,D002364,Nokuthula Botha,23,9,Code 10,Owner Driver,Northern Cape,5.0
2364,D002365,Ayanda Adams,29,21,Code 10,Owner Driver,Northern Cape,4.77
2365,D002366,Ayanda Ndlovu,30,31,Code 8,Contract,North West,2.99
2366,D002367,Busisiwe Mkhize,31,20,Code 10,Owner Driver,Eastern Cape,3.63
2367,D002368,Themba Dlamini,55,7,Code 10,Permanent,Mpumalanga,3.14
2368,D002369,Nokuthula Ngcobo,58,14,Code 8,Permanent,Free State,3.9
2369,D002370,Kagiso Maseko,44,2,Code 14,Contract,Eastern Cape,2.7
2370,D002371,Bongani Moyo,40,29,Code 10,Permanent,Western Cape,4.63
2371,D002372,Nokuthula Mabena,23,34,Code 8,Permanent,Western Cape,4.37
2372,D002373,Karabo Van Wyk,51,8,Code 10,Contract,Western Cape,4.24
2373,D002374,Dumisani Jacobs,57,27,Code 10,Permanent,North West,3.9
2374,D002375,Nandi Mabena,30,10,Code 10,Owner Driver,KwaZulu-Natal,4.8
2375,D002376,Lwazi Modise,60,9,Code 10,Permanent,Western Cape,3.91
2376,D002377,Lindelwa Ndlovu,32,28,Code 10,Permanent,Free State,3.62
2377,D002378,Dumisani Mokoena,33,1,Code 10,Permanent,Mpumalanga,3.65
2378,D002379,Thabo Khumalo,26,34,Code 10,Permanent,Eastern Cape,5.0
2379,D002380,Lerato Mahlangu,26,29,Code 8,Permanent,Northern Cape,4.68
2380,D002381,Lwazi Dlamini,27,10,Code 10,Permanent,Eastern Cape,4.56
2381,D002382,Siyabonga Dlamini,28,17,Code 8,Permanent,Limpopo,3.78
2382,D002383,Ayanda Sithole,42,4,Code 10,Contract,Gauteng,4.27
2383,D002384,Themba Maseko,32,6,Code 14,Permanent,Eastern Cape,3.43
2384,D002385,Nokuthula Botha,41,28,Code 8,Owner Driver,KwaZulu-Natal,3.78
2385,D002386,Zanele Moyo,30,8,Code 10,Permanent,KwaZulu-Natal,4.44
2386,D002387,Kagiso Williams,30,12,Code 10,Permanent,North West,3.42
2387,D002388,Karabo Ngcobo,65,1,Code 10,Permanent,Mpumalanga,4.53
2388,D002389,Thabo Jacobs,26,20,Code 14,Owner Driver,Gauteng,3.98
2389,D002390,Bongani Mkhize,51,16,Code 10,Contract,Limpopo,3.32
2390,D002391,Mpho Sithole,38,16,Code 10,Contract,Western Cape,4.28
2391,D002392,Themba Modise,56,32,Code 10,Owner Driver,Free State,4.86
2392,D002393,Nomsa Modise,25,26,Code 8,Owner Driver,Free State,3.66
2393,D002394,Sibusiso Maseko,35,1,Code 8,Owner Driver,Western Cape,3.98
2394,D002395,Busisiwe Mkhize,40,4,Code 8,Owner Driver,Eastern Cape,4.82
2395,D002396,Busisiwe Mthembu,42,18,Code 8,Permanent,KwaZulu-Natal,4.1
2396,D002397,Kagiso Cele,60,9,Code 8,Contract,Free State,4.36
2397,D002398,Siyabonga Mokoena,63,26,Code 8,Permanent,KwaZulu-Natal,4.72
2398,D002399,Lerato Sithole,36,27,Code 10,Owner Driver,Free State,4.17
2399,D002400,Dumisani Khumalo,54,15,Code 10,Permanent,Northern Cape,3.41
2400,D002401,Lwazi Mthembu,30,30,Code 14,Permanent,Northern Cape,3.1
2401,D002402,Sipho Cele,58,10,Code 10,Contract,North West,4.11
2402,D002403,Siyabonga Khumalo,42,6,Code 14,Permanent,Eastern Cape,3.87
2403,D002404,Sipho Sithole,51,14,Code 10,Permanent,North West,3.27
2404,D002405,Lindelwa Dlamini,50,20,Code 10,Permanent,North West,3.52
2405,D002406,Thabo Dlamini,63,31,Code 10,Owner Driver,Western Cape,3.49
2406,D002407,Tshepo Ngcobo,29,26,Code 10,Permanent,Limpopo,3.92
2407,D002408,Ayanda Botha,25,33,Code 14,Owner Driver,North West,4.19
2408,D002409,Zanele Molefe,53,19,Code 8,Permanent,Eastern Cape,3.24
2409,D002410,Sipho Adams,45,15,Code 14,Contract,Northern Cape,4.03
2410,D002411,Kabelo Mkhize,35,30,Code 10,Contract,Free State,3.55
2411,D002412,Precious Molefe,31,17,Code 10,Permanent,Mpumalanga,4.42
2412,D002413,Precious Mkhize,36,28,Code 14,Permanent,Eastern Cape,3.74
2413,D002414,Themba Maseko,65,11,Code 8,Contract,Free State,3.85
2414,D002415,Nomsa Khumalo,51,21,Code 10,Permanent,Free State,4.14
2415,D002416,Precious Khumalo,63,25,Code 10,Permanent,Eastern Cape,3.95
2416,D002417,Nokuthula Cele,40,7,Code 14,Owner Driver,Eastern Cape,3.81
2417,D002418,Nandi Khumalo,52,13,Code 14,Permanent,Free State,4.28
2418,D002419,Nomsa Moyo,57,24,Code 10,Contract,Eastern Cape,3.9
2419,D002420,Sipho Mahlangu,46,6,Code 10,Contract,Western Cape,3.88
2420,D002421,Amanda Modise,31,10,Code 10,Permanent,Eastern Cape,4.14
